no,timestamp1,houseage,distancetomrt,numberconveniencestores,latitude,longitude,priceofunitarea
372,05-07-1905 12:00,4.1,312.8963,5,24.95591,121.53956,51.7
373,05-07-1905 00:00,33.9,157.6052,7,24.96628,121.54196,41.5
374,05-07-1905 01:59,0,274.0144,1,24.9748,121.53059,52.2
375,05-07-1905 06:00,5.4,390.5684,5,24.97937,121.54245,49.5
376,05-07-1905 06:00,21.7,1157.988,0,24.96165,121.55011,23.8
377,05-07-1905 10:00,14.7,1717.193,2,24.96447,121.51649,30.5
378,05-07-1905 07:59,3.9,49.66105,8,24.95836,121.53756,56.8
379,05-07-1905 07:59,37.3,587.8877,8,24.97077,121.54634,37.4
380,05-07-1905 07:59,0,292.9978,6,24.97744,121.54458,69.7
381,05-07-1905 07:59,14.1,289.3248,5,24.98203,121.54348,53.3
382,05-07-1905 10:00,8,132.5469,9,24.98298,121.53981,47.3
383,05-07-1905 00:00,16.3,3529.564,0,24.93207,121.51597,29.3
384,04-07-1905 16:00,29.1,506.1144,4,24.97845,121.53889,40.3
385,04-07-1905 18:00,16.1,4066.587,0,24.94297,121.50342,12.9
386,05-07-1905 00:00,18.3,82.88643,10,24.983,121.54026,46.6
387,04-07-1905 19:59,0,185.4296,0,24.9711,121.5317,55.3
388,05-07-1905 06:00,16.2,2103.555,3,24.96042,121.51462,25.6
389,05-07-1905 12:00,10.4,2251.938,4,24.95957,121.51353,27.3
390,05-07-1905 06:00,40.9,122.3619,8,24.96756,121.5423,67.7
391,05-07-1905 12:00,32.8,377.8302,9,24.97151,121.5435,38.6
392,05-07-1905 13:59,6.2,1939.749,1,24.95155,121.55387,31.3
393,05-07-1905 01:59,42.7,443.802,6,24.97927,121.53874,35.3
394,05-07-1905 00:00,16.9,967.4,4,24.98872,121.53408,40.3
395,05-07-1905 12:00,32.6,4136.271,1,24.95544,121.4963,24.7
396,04-07-1905 22:00,21.2,512.5487,4,24.974,121.53842,42.5
397,04-07-1905 16:00,37.1,918.6357,1,24.97198,121.55063,31.9
398,05-07-1905 10:00,13.1,1164.838,4,24.99156,121.53406,32.2
399,05-07-1905 10:00,14.7,1717.193,2,24.96447,121.51649,23
400,04-07-1905 22:00,12.7,170.1289,1,24.97371,121.52984,37.3
401,05-07-1905 06:00,26.8,482.7581,5,24.97433,121.53863,35.5
402,05-07-1905 01:59,7.6,2175.03,3,24.96305,121.51254,27.7
403,04-07-1905 19:59,12.7,187.4823,1,24.97388,121.52981,28.5
404,04-07-1905 16:00,30.9,161.942,9,24.98353,121.53966,39.7
405,05-07-1905 07:59,16.4,289.3248,5,24.98203,121.54348,41.2
406,04-07-1905 16:00,23,130.9945,6,24.95663,121.53765,37.2
407,05-07-1905 04:00,1.9,372.1386,7,24.97293,121.54026,40.5
408,05-07-1905 00:00,5.2,2408.993,0,24.95505,121.55964,22.3
409,05-07-1905 10:00,18.5,2175.744,3,24.9633,121.51243,28.1
410,05-07-1905 00:00,13.7,4082.015,0,24.94155,121.50381,15.4
411,04-07-1905 16:00,5.6,90.45606,9,24.97433,121.5431,50
412,05-07-1905 06:00,18.8,390.9696,7,24.97923,121.53986,40.6
413,05-07-1905 00:00,8.1,104.8101,5,24.96674,121.54067,52.5
414,05-07-1905 12:00,6.5,90.45606,9,24.97433,121.5431,63.9
